latitude,longitude,country,type,iso_code,bcm_2024,avg_temp_k,detection_frequency_2024,clear_obs_2024
27.887423,-97.271654,United States,lng,USA,0.007760140669,1423.65,0.784141,227
28.681513,-96.94802,United States,refinery,USA,0.004427048813,1841.38,0.391892,296
28.513243,-96.771847,United States,refinery,USA,0.013766204764,1778.89,0.782101,257
28.642678,-96.552083,United States,upstream,USA,0.0015114945761,1279.5,0.151079,278
29.401545,-95.714776,United States,upstream,USA,0.0006607741889,1806.78,0.0592334,287
29.081304,-95.755495,United States,upstream,USA,0.005884806852,1563.82,0.568841,276
29.080731,-95.72874,United States,refinery,USA,0.0016926612921,1785,0.0921986,282
28.675192,-96.168341,United States,upstream,USA,0.00009079000312,1847.53,0.0148699,269
28.793589,-95.943711,United States,upstream,USA,0.001317568111,1910.14,0.133333,255
25.593485,-99.937487,Mexico,refinery,MEX,0.011175332866,1584.03,0.6787,277
25.837339,-99.025499,Mexico,upstream,MEX,0.0000027426004903,1873.44,0.00381679,262
25.895089,-98.786806,Mexico,upstream,MEX,0.00017977626439,1875.36,0.0294118,272
26.01902,-98.485666,Mexico,gpp,MEX,0.012515326669,1704.74,0.790076,262
22.272627,-97.826374,Mexico,gpp,MEX,0.0012302223889,2051.69,0.0748663,187
22.655456,-97.681257,Mexico,upstream,MEX,0.0643036171,1708.41,0.538012,171
31.796554,-94.560332,United States,upstream,USA,0.0003810870637,1528.53,0.05,280
31.497622,-94.235387,United States,upstream,USA,0.0018435650651,1305.86,0.350168,297
30.847637,-94.546418,United States,upstream,USA,0.00004172617009,1882.36,0.00334448,299
30.760822,-94.552262,United States,upstream,USA,0.00025301464116,1759.44,0.00649351,308
30.755162,-94.371278,United States,upstream,USA,0.0004295019019,1926.62,0.033557,298
30.777249,-94.300555,United States,upstream,USA,0.0006053381131,1865.08,0.0395683,278
30.446639,-95.522805,United States,upstream,USA,0.0007872063658,1962.29,0.062963,270
29.872313,-94.92483,United States,refinery,USA,0.018291175185,1693.39,0.79845,258
29.702863,-95.250756,United States,refinery,USA,0.0022968810559,1755.15,0.288973,263
29.831856,-95.111687,United States,refinery,USA,0.009139144609,1815.37,0.581227,277
29.720331,-95.129386,United States,refinery,USA,0.03473193725,1421.19,0.440433,277
29.7919,-95.067139,United States,refinery,USA,0.00025580053439,1337.5,0.0694444,288
29.757652,-95.022039,United States,refinery,USA,0.004281046991,1568.5,0.359184,245
29.701409,-95.04311,United States,refinery,USA,0.0003996352244,1651.24,0.0786517,267
29.627721,-95.087587,United States,refinery,USA,0.0022662541357,1810.59,0.424242,231
30.496174,-94.566162,United States,upstream,USA,0.000526827644,2015.83,0.0199336,301
31.581703,-94.10087,United States,upstream,USA,0.0029330456896,1863.2,0.28223,287
31.884757,-93.548807,United States,upstream,USA,0.004434475122,1808.91,0.333333,285
31.598996,-93.533739,United States,upstream,USA,0.003104255868,1807.4,0.228464,267
30.035652,-94.039909,United States,refinery,USA,0.013883235175,1415.51,0.608889,225
29.994837,-93.94486,United States,refinery,USA,0.000486995623,1928.89,0.0403226,248
29.865715,-93.977608,United States,refinery,USA,0.015767668422,1661.77,0.806452,217
29.965232,-93.928305,United States,refinery,USA,0.0019539675687,1747.95,0.369919,246
29.761067,-93.875084,United States,lng,USA,0.03048103579,1430.77,0.92823,209
30.041229,-93.78397,United States,upstream,USA,0.0015320827703,2005.95,0.0806452,248
29.960883,-93.863331,United States,refinery,USA,0.0007967959909,1977.29,0.0452675,243
30.197564,-93.331676,United States,refinery,USA,0.006948823749,1789.64,0.516667,240
30.218929,-93.306728,United States,upstream,USA,0.005246995515,1746.2,0.159363,251
30.272456,-93.159452,United States,upstream,USA,0.0019589663846,1846.48,0.197628,253
30.136235,-93.319522,United States,refinery,USA,0.0012148766405,1541.12,0.15261,249
30.115362,-93.296731,United States,gpp,USA,0.01246592557,1204.46,0.757576,231
29.561157,-93.426019,United States,upstream,USA,0.0008982106059,1858.3,0.077551,245
28.985409,-95.556599,United States,upstream,USA,0.0004104899638,2075.69,0.0246479,284
29.087249,-95.355843,United States,upstream,USA,0.0004470667371,1778.53,0.0211268,284
29.003947,-95.402207,United States,refinery,USA,0.012934634274,1608,0.892377,223
28.992485,-95.35978,United States,refinery,USA,0.00006074397879,1888.22,0.00387597,258
29.300729,-95.053538,United States,upstream,USA,0.003552123942,1973.18,0.262009,229
29.376846,-94.950893,United States,refinery,USA,0.0014447664012,1484.41,0.223684,228
29.22877,-95.201523,United States,refinery,USA,0.02808113451,1685.02,0.639004,241
30.259488,-92.573633,United States,upstream,USA,0.0018650103669,1327.74,0.36194,268
30.526715,-91.753196,United States,refinery,USA,0.004643439129,1896.8,0.301205,249
30.26967,-91.616472,United States,upstream,USA,0.003133784986,1954.52,0.273077,260
30.129761,-92.108669,United States,upstream,USA,0.00026604707963,1762.6,0.0187266,267
31.064719,-91.02169,United States,upstream,USA,0.007273908224,1980.98,0.498246,285
30.659394,-91.270326,United States,upstream,USA,0.0003253104931,1828.52,0.0226415,265
30.511535,-91.361436,United States,upstream,USA,0.003864146332,1945.35,0.338583,254
30.559627,-91.209894,United States,refinery,USA,0.005652301739,1587.53,0.773913,230
30.555459,-91.180969,United States,refinery,USA,0.0007591478331,1877.87,0.0833333,252
30.477084,-91.203063,United States,refinery,USA,0.0029292708938,1578.46,0.384259,216
30.240231,-91.246743,United States,upstream,USA,0.0004714033094,1884.16,0.0658915,258
30.235708,-91.050723,United States,refinery,USA,0.007006737218,1838.99,0.52459,244
29.694652,-91.357031,United States,upstream,USA,0.004488778172,2047.56,0.235915,284
29.782428,-90.71916,United States,upstream,USA,0.0005440108902,1997.13,0.0397112,277
29.988845,-90.445983,United States,refinery,USA,0.009213701229,1667.74,0.558036,224
29.925914,-90.354893,United States,refinery,USA,0.004598851922,1692.41,0.358974,234
29.54302,-90.400107,United States,gpp,USA,0.00024629280416,1845.56,0.015444,259
27.548108,-92.44444,United States,upstream,USA,0.0018081213176,1802.62,0.0625,224
27.876905,-91.986532,United States,upstream,USA,0.004177430901,1787.39,0.207627,236
28.200503,-91.668821,United States,upstream,USA,0.00023288229905,1840.6,0.0171674,233
29.078733,-90.172895,United States,upstream,USA,0.00008400711188,1663.67,0.00377358,265
27.730834,-91.113392,United States,upstream,USA,0.0005173935898,1729.19,0.0175439,228
27.228139,-91.192191,United States,upstream,USA,0.004085497305,1770.07,0.145374,227
27.294066,-90.96813,United States,upstream,USA,0.008184995991,1705.01,0.109649,228
27.327827,-90.715659,United States,upstream,USA,0.0018280666811,1784.07,0.0267857,224
27.797061,-90.648573,United States,upstream,USA,0.0020975096093,1770.29,0.0506329,237
28.166249,-90.226221,United States,upstream,USA,0.0003420417031,1765.33,0.0138249,217
28.102662,-90.203789,United States,upstream,USA,0.0025295916399,1730.68,0.111111,216
27.51085,-90.557694,United States,upstream,USA,0.00493482636,1775.1,0.170616,211
27.174938,-90.364851,United States,upstream,USA,0.012987176144,1684.97,0.176744,215
27.522717,-90.101291,United States,upstream,USA,0.0015246065612,1835.5,0.0176991,226
27.364593,-90.182398,United States,upstream,USA,0.0015161969267,1856.13,0.0873362,229
27.190258,-90.270463,United States,upstream,USA,0.003262175008,1813.82,0.0726496,234
27.302348,-90.13478,United States,upstream,USA,0.012124755651,1774.47,0.691244,217
26.134074,-92.040984,United States,upstream,USA,0.007974828511,1784.45,0.211982,217
26.430935,-90.818291,United States,upstream,USA,0.0008840742011,1691.37,0.00892857,224
20.450311,-101.621392,Mexico,upstream,MEX,0.00028813814743,1593.47,0.042735,234
20.579502,-101.172033,Mexico,refinery,MEX,0.13381181463,1704.68,1,223
20.050121,-99.2908,Mexico,refinery,MEX,0.09918173229,1634.14,0.99,200
20.032111,-99.27168,Mexico,refinery,MEX,0.05633104877,1738.54,0.940299,201
20.96139,-97.844724,Mexico,upstream,MEX,0.0016904157876,1863.73,0.102326,215
20.706759,-97.607244,Mexico,upstream,MEX,0.005935059188,1915.14,0.400966,207
20.606227,-97.628324,Mexico,upstream,MEX,0.0025527041921,1962.07,0.274038,208
20.504805,-97.594739,Mexico,upstream,MEX,0.006243705983,1864.98,0.299065,214
20.504703,-97.570362,Mexico,upstream,MEX,0.0017128268031,2030.53,0.12037,216
